batch-number,read-count,write-count,fd-4,fd-5,fd-6,fd-29,fd-n,read-max,write-max,read-got,write-got,read-time,write-time,total-entries-batch,is-malicious
278,0.0610359617,0.0589311859,0.0850480110,0.0218117854,0.0938354084,0.0000000000,0.0025024062,1.0000000000,1.0000000000,0.0892400000,0.0756322666,0.0817057374,0.0647054587,0.0827214880,0
279,0.0630155064,0.0611273792,0.0850480110,0.0225153914,0.0971758275,0.0000000000,0.0030798845,1.0000000000,1.0000000000,0.0896800000,0.0785089296,0.0834074112,0.0684982476,0.0856583456,0
280,0.1092048829,0.1250000000,0.0864197531,0.0343007916,0.1973883996,0.0000000000,0.0205967276,1.0000000000,1.0000000000,0.1020800000,0.1625314635,0.1239682016,0.1216813097,0.1654429760,0
281,0.0709336853,0.0737554905,0.0864197531,0.0235708004,0.1138779229,0.0000000000,0.0090471607,1.0000000000,1.0000000000,0.0928000000,0.0931319669,0.0777182333,0.0723990590,0.1008321096,0
282,0.0135268888,0.0140922401,0.0192043896,0.0049252419,0.0212572123,0.0000000000,0.0013474495,1.0000000000,1.0000000000,0.0201200000,0.0176195613,0.0136895842,0.0130707187,0.0192527329,0
283,0.0092378753,0.0091508053,0.0123456790,0.0035180299,0.0151837230,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0130800000,0.0119860961,0.0085591649,0.0070454655,0.0127263828,0
284,0.0620257341,0.0576500732,0.0864197531,0.0221635884,0.0956574552,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0906800000,0.0755124056,0.0577045183,0.0449853570,0.0820688530,0
285,0.0689541405,0.0688140556,0.0877914952,0.0253298153,0.1105375038,0.0000000000,0.0026948989,1.0000000000,1.0000000000,0.0935600000,0.0901354429,0.0697178269,0.0596164002,0.0954478708,0
286,0.0630155064,0.0585651537,0.0877914952,0.0225153914,0.0971758275,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0921200000,0.0767110152,0.0706067610,0.0559676413,0.0833741230,0
287,0.0620257341,0.0576500732,0.0864197531,0.0221635884,0.0956574552,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0906800000,0.0755124056,0.0634444924,0.0496783331,0.0820688530,0
288,0.0600461894,0.0558199122,0.0836762689,0.0214599824,0.0926207106,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0878000000,0.0731151864,0.0555456785,0.0439171348,0.0794583129,0
289,0.0597162653,0.0583821376,0.0823045267,0.0214599824,0.0911023383,0.0000000000,0.0036573628,1.0000000000,1.0000000000,0.0865200000,0.0741939350,0.0598887563,0.0515627250,0.0815793767,0
290,0.0626855823,0.0622254758,0.0864197531,0.0225153914,0.0953537807,0.0000000000,0.0050048123,1.0000000000,1.0000000000,0.0908400000,0.0783890687,0.0617174206,0.0526909597,0.0864741393,0
291,0.0616958100,0.0609443631,0.0864197531,0.0221635884,0.0929243851,0.0000000000,0.0050048123,1.0000000000,1.0000000000,0.0906000000,0.0767110152,0.0574251391,0.0502184454,0.0848425518,0
292,0.0630155064,0.0611273792,0.0877914952,0.0225153914,0.0962648041,0.0000000000,0.0032723773,1.0000000000,1.0000000000,0.0921200000,0.0780294858,0.0634952886,0.0529430121,0.0856583456,0
293,0.0630155064,0.0611273792,0.0877914952,0.0225153914,0.0965684786,0.0000000000,0.0030798845,1.0000000000,1.0000000000,0.0921200000,0.0781493468,0.0655525360,0.0645014163,0.0856583456,0
294,0.0105575718,0.0107979502,0.0150891632,0.0038698329,0.0167020954,0.0000000000,0.0007699711,1.0000000000,1.0000000000,0.0158000000,0.0136641496,0.0116831331,0.0103341495,0.0148474466,0
295,0.0537776311,0.0503294290,0.0740740741,0.0193491645,0.0835104768,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0778800000,0.0659235287,0.0564600107,0.0443132171,0.0714635340,0
296,0.0600461894,0.0558199122,0.0836762689,0.0214599824,0.0926207106,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0878000000,0.0731151864,0.0610062733,0.0473138413,0.0794583129,0
297,0.0590564170,0.0549048316,0.0823045267,0.0211081794,0.0911023383,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0863600000,0.0719165768,0.0684225230,0.0531470546,0.0781530429,0
298,0.0597162653,0.0558199122,0.0836762689,0.0214599824,0.0923170361,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0877200000,0.0731151864,0.0698448175,0.0583921456,0.0792951542,0
299,0.0603761135,0.0558199122,0.0836762689,0.0214599824,0.0929243851,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0878800000,0.0731151864,0.0692098646,0.0569278410,0.0796214717,0
300,0.0155064335,0.0146412884,0.0219478738,0.0056288478,0.0242939569,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0230000000,0.0191777538,0.0154674523,0.0124105814,0.0207211617,0
301,0.0778620917,0.0854685212,0.1289437586,0.0362357080,0.1184330398,0.0000000000,0.0026948989,1.0000000000,1.0000000000,0.1317200000,0.1102720844,0.0842455490,0.0778241874,0.1147006037,0
302,0.0943582976,0.1017569546,0.1591220850,0.0429199648,0.1430306711,0.0000000000,0.0023099134,1.0000000000,1.0000000000,0.1621200000,0.1318470574,0.1001955655,0.0909909261,0.1373796704,0
303,0.0963378423,0.1035871157,0.1618655693,0.0443271768,0.1448527179,0.0000000000,0.0023099134,1.0000000000,1.0000000000,0.1650000000,0.1342442766,0.0985192899,0.0905828412,0.1399902105,0
304,0.0976575388,0.1041361640,0.1618655693,0.0443271768,0.1451563923,0.0000000000,0.0034648701,1.0000000000,1.0000000000,0.1653200000,0.1342442766,0.1068752699,0.0988165538,0.1411323217,0
305,0.0940283735,0.0990117130,0.1604938272,0.0432717678,0.1381718797,0.0000000000,0.0017324350,1.0000000000,1.0000000000,0.1632400000,0.1286108115,0.1091864984,0.0977963416,0.1347691304,0
306,0.0336522600,0.0349560761,0.0576131687,0.0145998241,0.0488915882,0.0000000000,0.0015399423,1.0000000000,1.0000000000,0.0586000000,0.0448279995,0.0358621390,0.0305223486,0.0478055148,0
307,0.0082481029,0.0082357247,0.0109739369,0.0031662269,0.0136653507,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0116400000,0.0107874865,0.0077464252,0.0063973306,0.0114211127,0
308,0.0640052788,0.0594802343,0.0891632373,0.0228671944,0.0986941998,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0935600000,0.0779096248,0.0644858152,0.0495823131,0.0846793930,0
309,0.0620257341,0.0576500732,0.0864197531,0.0221635884,0.0956574552,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0906800000,0.0755124056,0.0614634394,0.0472898363,0.0820688530,0
310,0.0620257341,0.0576500732,0.0864197531,0.0221635884,0.0956574552,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0906800000,0.0755124056,0.0654763417,0.0526189447,0.0820688530,0
311,0.0640052788,0.0594802343,0.0891632373,0.0228671944,0.0986941998,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0935600000,0.0779096248,0.0652223605,0.0500984205,0.0846793930,0
312,0.0600461894,0.0558199122,0.0836762689,0.0214599824,0.0926207106,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0878000000,0.0731151864,0.0632159094,0.0495463056,0.0794583129,0
313,0.0748927747,0.0858345534,0.1207133059,0.0365875110,0.1175220164,0.0000000000,0.0026948989,1.0000000000,1.0000000000,0.1238000000,0.1107515282,0.0809437940,0.0781962648,0.1135584924,0
314,0.4401187727,0.6983894583,0.6748971193,0.2934036939,0.9031278469,0.0000000000,0.0032723773,1.0000000000,1.0000000000,0.6971600000,0.9127412202,0.4115002667,0.5602405300,0.8402675804,0
315,0.4704717915,0.6971083455,0.7695473251,0.2992084433,0.8970543577,0.0000000000,0.0038498556,1.0000000000,1.0000000000,0.7873200000,0.9107035838,0.4486323115,0.5707787220,0.8541360744,0
316,0.4453975586,0.6897877013,0.7009602195,0.2890061566,0.8958396599,0.0000000000,0.0030798845,1.0000000000,1.0000000000,0.7212400000,0.9015941508,0.4334442384,0.5719189591,0.8352096590,0
317,0.4625536127,0.7122986823,0.7434842250,0.2983289358,0.9216519891,0.0000000000,0.0042348412,1.0000000000,1.0000000000,0.7626000000,0.9303607815,0.4589693445,0.6021892554,0.8637624409,0
318,0.2296271857,0.3189970717,0.4279835391,0.1349164468,0.4108715457,0.0000000000,0.0015399423,1.0000000000,1.0000000000,0.4301200000,0.4168764233,0.2407995327,0.2834869653,0.3979441997,0
319,0.0468492247,0.0439238653,0.0644718793,0.0168865435,0.0728818706,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0678000000,0.0575332614,0.0512533970,0.0409405156,0.0623266438,0
320,0.0630155064,0.0585651537,0.0877914952,0.0225153914,0.0971758275,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0921200000,0.0767110152,0.0722576385,0.0579720582,0.0833741230,0
321,0.0712636094,0.0693631040,0.0877914952,0.0235708004,0.1147889462,0.0000000000,0.0038498556,1.0000000000,1.0000000000,0.0941200000,0.0908546087,0.0838391791,0.0694344424,0.0970794583,0
322,0.0712636094,0.0704612006,0.0864197531,0.0233948989,0.1163073186,0.0000000000,0.0044273340,1.0000000000,1.0000000000,0.0929200000,0.0922929402,0.0798770731,0.0671539680,0.0980584108,0
323,0.0630155064,0.0585651537,0.0877914952,0.0225153914,0.0971758275,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0921200000,0.0767110152,0.0690828741,0.0564237361,0.0833741230,0
324,0.0224348400,0.0210468521,0.0315500686,0.0080914688,0.0349225630,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0330800000,0.0275680211,0.0247631626,0.0198881367,0.0298580519,0
325,0.0567469482,0.0549048316,0.0781893004,0.0204045734,0.0871545703,0.0000000000,0.0025024062,1.0000000000,1.0000000000,0.0822000000,0.0703583843,0.0682447362,0.0575999808,0.0770109316,0
326,0.0798416364,0.0878477306,0.0864197531,0.0265611258,0.1375645308,0.0000000000,0.0107795958,1.0000000000,1.0000000000,0.0950000000,0.1131487475,0.1150788611,0.0898266840,0.1178006200,0
327,0.0597162653,0.0569180088,0.0836762689,0.0214599824,0.0901913149,0.0000000000,0.0025024062,1.0000000000,1.0000000000,0.0877200000,0.0729953254,0.0719020649,0.0602405300,0.0802741067,0
328,0.0610359617,0.0574670571,0.0850480110,0.0218117854,0.0932280595,0.0000000000,0.0013474495,1.0000000000,1.0000000000,0.0892400000,0.0744336570,0.0854138623,0.0687983100,0.0814162180,0
329,0.0666446717,0.0662518302,0.0809327846,0.0225153914,0.1056787124,0.0000000000,0.0057747834,1.0000000000,1.0000000000,0.0869600000,0.0854608654,0.0811723770,0.0714628643,0.0920215370,0
330,0.0102276476,0.0102489019,0.0150891632,0.0038698329,0.0160947464,0.0000000000,0.0003849856,1.0000000000,1.0000000000,0.0157200000,0.0131847057,0.0119371143,0.0107542369,0.0141948116,0
331,0.0851204223,0.0937042460,0.1454046639,0.0390501319,0.1275432736,0.0000000000,0.0044273340,1.0000000000,1.0000000000,0.1478800000,0.1199808222,0.0883092475,0.0829012435,0.1256322402,0
332,0.0874298911,0.0975475842,0.1481481481,0.0415127529,0.1308836927,0.0000000000,0.0046198268,1.0000000000,1.0000000000,0.1508400000,0.1248951217,0.0940238234,0.0912309760,0.1302006853,0
333,0.4345100627,0.6167642753,0.7832647462,0.2576956904,0.7977528090,0.0000000000,0.0048123195,1.0000000000,1.0000000000,0.7906000000,0.8048663550,0.4779417367,0.5795285419,0.7647250775,0
334,0.4691520950,0.6846632504,0.8244170096,0.2835532102,0.8912845430,0.0000000000,0.0030798845,1.0000000000,1.0000000000,0.8350000000,0.8948819370,0.5156325401,0.6338038312,0.8423886442,0
335,0.4863081491,0.6702049780,0.9067215364,0.2786279683,0.8761008199,0.0000000000,0.0013474495,1.0000000000,1.0000000000,0.9111200000,0.8771425147,0.5611967592,0.6601013011,0.8379833578,0
336,0.0762124711,0.1184114202,0.1234567901,0.0499560246,0.1530519283,0.0000000000,0.0001924928,1.0000000000,1.0000000000,0.1265200000,0.1549802229,0.0857186397,0.1122713524,0.1432533855,0
337,0.0557571758,0.0572840410,0.0672153635,0.0189973615,0.0904949894,0.0000000000,0.0053897979,1.0000000000,1.0000000000,0.0723600000,0.0735946302,0.0611078658,0.0532910845,0.0786425192,0
338,0.0607060376,0.0613103953,0.0836762689,0.0214599824,0.0923170361,0.0000000000,0.0063522618,1.0000000000,1.0000000000,0.0879200000,0.0764712933,0.0673812003,0.0609366748,0.0846793930,0
339,0.0587264929,0.0558199122,0.0809327846,0.0207563764,0.0892802915,0.0000000000,0.0025024062,1.0000000000,1.0000000000,0.0850000000,0.0717967158,0.0732989612,0.0626170243,0.0788056779,0
340,0.0696139888,0.0715592972,0.0795610425,0.0225153914,0.1117522016,0.0000000000,0.0094321463,1.0000000000,1.0000000000,0.0864000000,0.0909744696,0.0772102710,0.0675860579,0.0982215696,0
341,0.0597162653,0.0589311859,0.0836762689,0.0216358839,0.0914060128,0.0000000000,0.0036573628,1.0000000000,1.0000000000,0.0877200000,0.0749131008,0.0644604170,0.0558596188,0.0820688530,0
342,0.0184757506,0.0186676428,0.0260631001,0.0066842568,0.0285453993,0.0000000000,0.0015399423,1.0000000000,1.0000000000,0.0273200000,0.0234927484,0.0191501791,0.0172835950,0.0257790830,0
343,0.0062685582,0.0067715959,0.0082304527,0.0024626209,0.0106286061,0.0000000000,0.0003849856,1.0000000000,1.0000000000,0.0087600000,0.0086299892,0.0066543063,0.0063493207,0.0091368902,0
344,0.0600461894,0.0580161054,0.0836762689,0.0214599824,0.0917096872,0.0000000000,0.0028873917,1.0000000000,1.0000000000,0.0878000000,0.0741939350,0.0627841414,0.0527869797,0.0814162180,0
345,0.0748927747,0.0812591508,0.0795610425,0.0269129288,0.1242028545,0.0000000000,0.0100096246,1.0000000000,1.0000000000,0.0878000000,0.1041591754,0.0814263582,0.0773920976,0.1094795236,0
346,0.0603761135,0.0571010249,0.0836762689,0.0214599824,0.0911023383,0.0000000000,0.0025024062,1.0000000000,1.0000000000,0.0878800000,0.0733549083,0.0701749930,0.0575639733,0.0807635830,0
347,0.0666446717,0.0684480234,0.0836762689,0.0228671944,0.1065897358,0.0000000000,0.0067372474,1.0000000000,1.0000000000,0.0894000000,0.0873786408,0.0744164783,0.0656176485,0.0939794420,0
348,0.0590564170,0.0572840410,0.0823045267,0.0211081794,0.0880655937,0.0000000000,0.0044273340,1.0000000000,1.0000000000,0.0863600000,0.0722761597,0.0621237904,0.0514306976,0.0802741067,0
349,0.0006598482,0.0010980966,0.0013717421,0.0003518030,0.0015183723,0.0000000000,0.0001924928,1.0000000000,1.0000000000,0.0014000000,0.0013184706,0.0008381378,0.0011042297,0.0013052700,0
350,0.0260640053,0.0247071742,0.0356652949,0.0094986807,0.0409960522,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0375600000,0.0323624595,0.0259060778,0.0212204138,0.0349159732,0
351,0.0841306500,0.0894948755,0.0891632373,0.0281442392,0.1439416945,0.0000000000,0.0088546679,1.0000000000,1.0000000000,0.0984400000,0.1172240201,0.0886902192,0.0819170387,0.1213901126,0
352,0.0636753547,0.0603953148,0.0864197531,0.0225153914,0.0999088977,0.0000000000,0.0007699711,1.0000000000,1.0000000000,0.0910800000,0.0791082344,0.0650191756,0.0508785827,0.0853320281,0
353,0.0636753547,0.0591142020,0.0891632373,0.0228671944,0.0977831764,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0934800000,0.0774301810,0.0691082722,0.0529910221,0.0841899168,0
354,0.0630155064,0.0585651537,0.0877914952,0.0225153914,0.0971758275,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0921200000,0.0767110152,0.0717496762,0.0558596188,0.0833741230,0
355,0.0432200594,0.0402635432,0.0603566529,0.0154793316,0.0668083814,0.0000000000,0.0000000000,1.0000000000,1.0000000000,0.0633200000,0.0527388230,0.0471389023,0.0369436843,0.0572687225,0
356,0.0171560541,0.0172035139,0.0233196159,0.0063324538,0.0270270270,0.0000000000,0.0009624639,1.0000000000,1.0000000000,0.0246000000,0.0219345559,0.0209534453,0.0184118297,0.0238211780,0
357,0.0593863411,0.0567349927,0.0836762689,0.0212840809,0.0914060128,0.0000000000,0.0015399423,1.0000000000,1.0000000000,0.0876400000,0.0733549083,0.0805120260,0.0663618033,0.0799477892,0
358,0.0669745958,0.0662518302,0.0836762689,0.0226912929,0.1053750380,0.0000000000,0.0055822907,1.0000000000,1.0000000000,0.0894800000,0.0854608654,0.0791659259,0.0773920976,0.0921846957,0
359,0.0600461894,0.0583821376,0.0836762689,0.0214599824,0.0911023383,0.0000000000,0.0036573628,1.0000000000,1.0000000000,0.0878000000,0.0741939350,0.0677875702,0.0574439483,0.0817425355,0
360,0.0887495876,0.1050512445,0.0850480110,0.0321899736,0.1648952323,0.0000000000,0.0107795958,1.0000000000,1.0000000000,0.0959600000,0.1364017739,0.1004241485,0.1016131355,0.1375428292,0
361,0.0636753547,0.0666178624,0.0685871056,0.0204045734,0.1059823869,0.0000000000,0.0082771896,1.0000000000,1.0000000000,0.0754400000,0.0859403092,0.0726640083,0.0659897259,0.0908794257,0
362,0.0320026394,0.0314787701,0.0438957476,0.0116094987,0.0498026116,0.0000000000,0.0015399423,1.0000000000,1.0000000000,0.0462000000,0.0402732830,0.0326873746,0.0284939267,0.0438897047,0
363,0.0630155064,0.0613103953,0.0877914952,0.0225153914,0.0959611297,0.0000000000,0.0036573628,1.0000000000,1.0000000000,0.0921200000,0.0780294858,0.0715718894,0.0603005425,0.0858215043,0
364,0.0702738370,0.0697291362,0.0877914952,0.0239226033,0.1120558761,0.0000000000,0.0050048123,1.0000000000,1.0000000000,0.0938800000,0.0901354429,0.0754070048,0.0654256085,0.0969162996,0
365,0.0620257341,0.0602122987,0.0864197531,0.0221635884,0.0953537807,0.0000000000,0.0028873917,1.0000000000,1.0000000000,0.0906800000,0.0770705981,0.0715464913,0.0615728071,0.0843530755,0
366,0.0725833058,0.0737554905,0.0877914952,0.0239226033,0.1169146675,0.0000000000,0.0075072185,1.0000000000,1.0000000000,0.0944400000,0.0946901594,0.0752800142,0.0673100005,0.1016479034,0
367,0.0362916529,0.0351390922,0.0507544582,0.0130167106,0.0531430307,0.0000000000,0.0032723773,1.0000000000,1.0000000000,0.0532400000,0.0439889728,0.0398242450,0.0334389553,0.0492739435,0
368,0.0663147476,0.4833455344,0.0452674897,0.0313104661,0.1269359247,0.4117647059,0.4234841193,1.0000000000,1.0000000000,0.0557200000,0.1823384874,0.0764229294,0.5912189735,0.4636971774,0
369,0.0488287694,0.7412152269,0.0631001372,0.0253298153,0.0859398725,0.4705882353,0.7141482194,1.0000000000,1.0000000000,0.0670400000,0.1951636102,0.0543265690,0.8928537136,0.6849404471,0
370,0.0369515012,0.7770863836,0.0658436214,0.0225153914,0.0586091710,0.4117647059,0.7653512993,1.0000000000,1.0000000000,0.0666000000,0.1821886612,0.0397988469,0.9051322675,0.7110458476,0
371,0.0372814253,0.7915446559,0.0658436214,0.0219876869,0.0564834497,0.3235294118,0.7832531280,1.0000000000,1.0000000000,0.0666800000,0.1819789045,0.0403322074,0.9083609391,0.7240985479,0
372,0.0399208182,0.7659224012,0.0672153635,0.0225153914,0.0604312177,0.2941176471,0.7547641963,1.0000000000,1.0000000000,0.0685200000,0.1795816852,0.0440149341,0.9086369965,0.7025615924,0
373,0.0148465853,0.3010614934,0.0301783265,0.0086191733,0.0218645612,0.1470588235,0.2970163619,1.0000000000,1.0000000000,0.0300400000,0.0700886971,0.0160770071,0.3535695425,0.2757382934,0
374,0.0362916529,0.0355051245,0.0493827160,0.0133685136,0.0558761008,0.0000000000,0.0017324350,1.0000000000,1.0000000000,0.0520400000,0.0454273043,0.0508470272,0.0413726055,0.0496002611,0
375,0.0613658858,0.0576500732,0.0864197531,0.0221635884,0.0935317340,0.0000000000,0.0009624639,1.0000000000,1.0000000000,0.0905200000,0.0749131008,0.0989764559,0.0805247491,0.0817425355,0
376,0.0732431541,0.0726573939,0.0877914952,0.0239226033,0.1178256909,0.0000000000,0.0061597690,1.0000000000,1.0000000000,0.0945600000,0.0945702985,0.0980621238,0.0833333333,0.1009952684,0
377,0.0164962059,0.0170204978,0.0233196159,0.0059806508,0.0252049803,0.0000000000,0.0019249278,1.0000000000,1.0000000000,0.0244400000,0.0210955292,0.0197343357,0.0183398147,0.0233317017,0
378,0.0603761135,0.0585651537,0.0836762689,0.0214599824,0.0889766171,0.0000000000,0.0053897979,1.0000000000,1.0000000000,0.0878400000,0.0734747693,0.0742132934,0.0743674684,0.0820688530,0
379,0.0293632465,0.0274524158,0.0411522634,0.0105540897,0.0452474947,0.0000000000,0.0001924928,1.0000000000,1.0000000000,0.0431600000,0.0358384274,0.0380971732,0.0312785059,0.0389949421,0
380,0.0541075553,0.0538067350,0.0754458162,0.0195250660,0.0816884300,0.0000000000,0.0046198268,1.0000000000,1.0000000000,0.0791600000,0.0676015822,0.0555202804,0.0482500360,0.0747267091,0
381,0.0656548994,0.0671669107,0.0795610425,0.0223394899,0.1014272700,0.0000000000,0.0092396535,1.0000000000,1.0000000000,0.0855200000,0.0843821167,0.0736037386,0.0679701378,0.0923478545,0
382,0.0597162653,0.0571010249,0.0823045267,0.0211081794,0.0880655937,0.0000000000,0.0046198268,1.0000000000,1.0000000000,0.0864400000,0.0721562987,0.0621491885,0.0506625378,0.0804372655,0
383,0.0607060376,0.0585651537,0.0850480110,0.0216358839,0.0886729426,0.0000000000,0.0053897979,1.0000000000,1.0000000000,0.0891200000,0.0734747693,0.0606506997,0.0520188199,0.0822320117,0
384,0.0669745958,0.0660688141,0.0823045267,0.0221635884,0.1047676890,0.0000000000,0.0065447546,1.0000000000,1.0000000000,0.0882800000,0.0847416996,0.0784547787,0.0772960776,0.0920215370,0
385,0.0115473441,0.0128111274,0.0137174211,0.0040457344,0.0197388400,0.0000000000,0.0015399423,1.0000000000,1.0000000000,0.0148400000,0.0165408127,0.0149340919,0.0143069759,0.0171316691,0
386,0.0181458265,0.0175695461,0.0246913580,0.0066842568,0.0264196781,0.0000000000,0.0017324350,1.0000000000,1.0000000000,0.0260400000,0.0219345559,0.0179056714,0.0149911182,0.0246369718,0
387,0.0626855823,0.0600292826,0.0864197531,0.0221635884,0.0929243851,0.0000000000,0.0046198268,1.0000000000,1.0000000000,0.0907600000,0.0759918495,0.0642064359,0.0623169619,0.0845162343,0
388,0.0630155064,0.0611273792,0.0877914952,0.0225153914,0.0950501063,0.0000000000,0.0040423484,1.0000000000,1.0000000000,0.0921200000,0.0775500420,0.0638254642,0.0543953142,0.0856583456,0
389,0.0702738370,0.0691800878,0.0877914952,0.0237467018,0.1056787124,0.0000000000,0.0086621752,1.0000000000,1.0000000000,0.0938400000,0.0873786408,0.0774896503,0.0755077056,0.0964268233,0
390,0.0709336853,0.0744875549,0.0850480110,0.0235708004,0.1150926207,0.0000000000,0.0092396535,1.0000000000,1.0000000000,0.0916400000,0.0946901594,0.0708607421,0.0661697633,0.1014847447,0
391,0.0491586935,0.0477672035,0.0685871056,0.0175901495,0.0737928940,0.0000000000,0.0034648701,1.0000000000,1.0000000000,0.0719600000,0.0604099245,0.0520915348,0.0525469298,0.0668950889,0
392,0.0062685582,0.0067715959,0.0082304527,0.0024626209,0.0103249317,0.0000000000,0.0005774783,1.0000000000,1.0000000000,0.0087600000,0.0085101283,0.0078226196,0.0078496327,0.0091368902,0
393,0.0613658858,0.0596632504,0.0864197531,0.0219876869,0.0941390829,0.0000000000,0.0028873917,1.0000000000,1.0000000000,0.0905200000,0.0763514323,0.0758133746,0.0642853714,0.0835372818,0
394,0.0795117123,0.0821742313,0.0864197531,0.0251539138,0.1305800182,0.0000000000,0.0105871030,1.0000000000,1.0000000000,0.0949200000,0.1055975069,0.0874203134,0.0807888041,0.1125795399,0
395,0.0633454306,0.0607613470,0.0877914952,0.0225153914,0.0965684786,0.0000000000,0.0028873917,1.0000000000,1.0000000000,0.0921600000,0.0779096248,0.0722576385,0.0988165538,0.0854951868,0
396,0.0623556582,0.0594802343,0.0864197531,0.0221635884,0.0941390829,0.0000000000,0.0030798845,1.0000000000,1.0000000000,0.0907200000,0.0761117104,0.0678129683,0.0569758510,0.0838635993,0
397,0.0620257341,0.0616764275,0.0864197531,0.0221635884,0.0953537807,0.0000000000,0.0044273340,1.0000000000,1.0000000000,0.0906800000,0.0780294858,0.0679399589,0.0578880407,0.0856583456,0
398,0.0640052788,0.0624084919,0.0891632373,0.0228671944,0.0974795020,0.0000000000,0.0038498556,1.0000000000,1.0000000000,0.0935600000,0.0793479564,0.0656033322,0.0565077536,0.0872899331,0
399,0.0620257341,0.0609443631,0.0864197531,0.0221635884,0.0953537807,0.0000000000,0.0036573628,1.0000000000,1.0000000000,0.0906800000,0.0775500420,0.0667462474,0.0570718709,0.0850057106,0
400,0.0811613329,0.0889458272,0.0850480110,0.0276165347,0.1372608564,0.0000000000,0.0119345525,1.0000000000,1.0000000000,0.0941200000,0.1142274961,0.0813247657,0.0785563397,0.1194322075,0
401,0.0640052788,0.0613103953,0.0891632373,0.0228671944,0.0983905254,0.0000000000,0.0021174206,1.0000000000,1.0000000000,0.0935600000,0.0789883735,0.0688288929,0.0573959384,0.0863109806,0
402,0.0580666447,0.0552708638,0.0809327846,0.0207563764,0.0880655937,0.0000000000,0.0023099134,1.0000000000,1.0000000000,0.0849200000,0.0709576891,0.0629873263,0.0525469298,0.0779898842,0
403,0.0570768723,0.0605783309,0.0589849108,0.0182937555,0.0968721531,0.0000000000,0.0075072185,1.0000000000,1.0000000000,0.0654800000,0.0786287906,0.0607268941,0.0554155264,0.0822320117,0
404,0.0623556582,0.0614934114,0.0864197531,0.0221635884,0.0947464318,0.0000000000,0.0048123195,1.0000000000,1.0000000000,0.0907600000,0.0775500420,0.0649175831,0.0563157137,0.0856583456,0
405,0.0673045200,0.0666178624,0.0864197531,0.0235708004,0.1038566657,0.0000000000,0.0057747834,1.0000000000,1.0000000000,0.0919600000,0.0848615606,0.0779214182,0.0655336310,0.0926741720,0
406,0.0626855823,0.0616764275,0.0877914952,0.0225153914,0.0959611297,0.0000000000,0.0038498556,1.0000000000,1.0000000000,0.0920400000,0.0783890687,0.0688034948,0.0587282155,0.0859846631,0
407,0.0696139888,0.0678989751,0.0877914952,0.0230430959,0.1081081081,0.0000000000,0.0061597690,1.0000000000,1.0000000000,0.0937200000,0.0872587798,0.0754324029,0.0646694512,0.0949583945,0
408,0.0706037611,0.0706442167,0.0877914952,0.0240985048,0.1126632250,0.0000000000,0.0055822907,1.0000000000,1.0000000000,0.0939600000,0.0913340525,0.0931602875,0.0795045369,0.0978952521,0
409,0.0633454306,0.0591142020,0.0864197531,0.0225153914,0.0956574552,0.0000000000,0.0019249278,1.0000000000,1.0000000000,0.0909200000,0.0764712933,0.0855916491,0.0739353786,0.0840267580,0
410,0.0613658858,0.0574670571,0.0836762689,0.0216358839,0.0914060128,0.0000000000,0.0030798845,1.0000000000,1.0000000000,0.0880400000,0.0735946302,0.0844995301,0.0676940804,0.0815793767,0
411,0.0587264929,0.0547218155,0.0823045267,0.0209322779,0.0880655937,0.0000000000,0.0017324350,1.0000000000,1.0000000000,0.0862400000,0.0707179672,0.3506209839,0.0770920351,0.0778267254,0
412,0.0633454306,0.0618594436,0.0836762689,0.0226912929,0.0989978743,0.0000000000,0.0028873917,1.0000000000,1.0000000000,0.0886000000,0.0799472612,0.0885632286,0.0744034759,0.0864741393,0
413,0.0254041570,0.0261713031,0.0301783265,0.0087950748,0.0406923778,0.0000000000,0.0028873917,1.0000000000,1.0000000000,0.0326000000,0.0334412082,0.0384019506,0.0322747131,0.0358949258,0
