batch-number,read-count,write-count,fd-4,fd-5,fd-6,fd-29,fd-n,read-max,write-max,read-got,write-got,read-time,write-time,total-entries-batch,is-malicious
359,-0.6519437333,-0.7502173982,-0.1714034896,-0.6476224253,-0.2790733204,-0.2487921565,-0.2118050304,0.1614974456,0.1490711985,-0.4357332349,-0.7174355917,-0.6348182226,-0.6949114766,-0.7855146491,0
360,-0.5672695489,-0.5818195960,-0.1641610254,-0.6178672908,-0.0287001144,-0.2487921565,-0.1688670185,0.1614974456,0.1490711985,-0.3923088507,-0.5274713545,-0.5301437234,-0.5131390257,-0.6367531561,0
361,-0.6412378019,-0.7205001390,-0.2510705959,-0.6505491599,-0.2285865422,-0.2487921565,-0.1839533470,0.1614974456,0.1490711985,-0.5015084052,-0.6815656587,-0.6191781418,-0.6597424590,-0.7611560420,0
362,-0.7346713847,-0.8472937783,-0.3814349517,-0.6749386144,-0.4191998884,-0.2487921565,-0.2245703853,0.1614974456,0.1490711985,-0.6571124487,-0.8210191739,-0.7473942209,-0.8140514635,-0.8864288783,0
363,-0.6431843349,-0.7396512616,-0.1496760970,-0.6446956908,-0.2625878418,-0.2487921565,-0.2118050304,0.1614974456,0.1490711985,-0.4127438550,-0.7057229605,-0.6226808682,-0.6831555410,-0.7746402709,0
364,-0.6217724722,-0.7092736188,-0.1496760970,-0.6407933780,-0.2079796940,-0.2487921565,-0.2036816228,0.1614974456,0.1490711985,-0.4033778114,-0.6687549683,-0.6103805963,-0.6620640093,-0.7450619624,0
365,-0.6461041343,-0.7436135628,-0.1569185612,-0.6456712690,-0.2646485266,-0.2487921565,-0.2164469777,0.1614974456,0.1490711985,-0.4204069817,-0.7086511183,-0.6227623269,-0.6779197041,-0.7785550471,0
366,-0.6149596067,-0.6947451810,-0.1496760970,-0.6407933780,-0.1914942154,-0.2487921565,-0.1885952943,0.1614974456,0.1490711985,-0.4003977066,-0.6548462188,-0.6107878901,-0.6543090433,-0.7324476837,0
367,-0.7220189204,-0.8340861075,-0.3452226306,-0.6710363017,-0.4078661218,-0.2487921565,-0.2141260041,0.1614974456,0.1490711985,-0.6196482741,-0.8096725624,-0.7245043110,-0.7937008521,-0.8720746991,0
368,-0.6334516700,0.7831931773,-0.3741924875,-0.6203062362,-0.1574929158,2.7035065711,2.3192166997,0.1614974456,0.1490711985,-0.6064506671,-0.3871942950,-0.6071222461,1.5017690770,0.2327621203,0
369,-0.6850347939,1.7136735825,-0.2800404527,-0.6368910653,-0.2965891414,3.1252635322,4.0715517810,0.1614974456,0.1490711985,-0.5462099772,-0.3480301844,-0.6779913623,2.7431069749,0.8225883908,0
370,-0.7200723874,1.8431087560,-0.2655555243,-0.6446956908,-0.3893199584,2.7035065711,4.3802412722,0.1614974456,0.1490711985,-0.5485514881,-0.3876518196,-0.7245857697,2.7936377404,0.8921844109,0
371,-0.7190991209,1.8952790555,-0.2655555243,-0.6461590580,-0.3965323553,2.0708711295,4.4881665454,0.1614974456,0.1490711985,-0.5481257588,-0.3882923541,-0.7228751359,2.8069249114,0.9269824209,0
372,-0.7113129890,1.8028253601,-0.2583130601,-0.6446956908,-0.3831379040,1.8599926489,4.3164144977,0.1614974456,0.1490711985,-0.5383339859,-0.3956127486,-0.7110636165,2.8080609892,0.8695657043,0
373,-0.7852812421,0.1254511733,-0.4538595938,-0.6832310290,-0.5139913902,0.8056002462,1.5567768663,0.1614974456,0.1490711985,-0.7431097587,-0.7299717673,-0.8006682462,0.5237542595,-0.2683292246,0
374,-0.7220189204,-0.8327653405,-0.3524650948,-0.6700607235,-0.3985930401,-0.2487921565,-0.2234098985,0.1614974456,0.1490711985,-0.6260342129,-0.8052803257,-0.6891512116,-0.7610509635,-0.8712047489,0
375,-0.6480506673,-0.7528589323,-0.1569185612,-0.6456712690,-0.2708305811,-0.2487921565,-0.2280518458,0.1614974456,0.1490711985,-0.4212584402,-0.7152394734,-0.5347868724,-0.5999254921,-0.7855146491,0
376,-0.6130130738,-0.6987074822,-0.1496760970,-0.6407933780,-0.1884031882,-0.2487921565,-0.1967187019,0.1614974456,0.1490711985,-0.3997591127,-0.6552122385,-0.5377193875,-0.5883671352,-0.7341875842,0
377,-0.7804149096,-0.8994640778,-0.4900719148,-0.6905478653,-0.5026576237,-0.2487921565,-0.2222494117,0.1614974456,0.1490711985,-0.7729108067,-0.8795823298,-0.7889381856,-0.8558393693,-0.9412357441,0
378,-0.6509704668,-0.7495570147,-0.1714034896,-0.6476224253,-0.2862857173,-0.2487921565,-0.2013606492,0.1614974456,0.1490711985,-0.4355203703,-0.7196317101,-0.6142091577,-0.6252649669,-0.7846446988,0
379,-0.7424575166,-0.8618222161,-0.3959198801,-0.6778653490,-0.4346550245,-0.2487921565,-0.2326937930,0.1614974456,0.1490711985,-0.6732901605,-0.8345619037,-0.7300435063,-0.8025918959,-0.8994781320,0
380,-0.6694625301,-0.7667269866,-0.2148582749,-0.6529881053,-0.3110139352,-0.2487921565,-0.2060025964,0.1614974456,0.1490711985,-0.4817119947,-0.7375666766,-0.6741628009,-0.7327478075,-0.8042185795,0
381,-0.6353982030,-0.7185189884,-0.1931308822,-0.6451834799,-0.2440416784,-0.2487921565,-0.1781509130,0.1614974456,0.1490711985,-0.4478665188,-0.6863239151,-0.6161641678,-0.6515923355,-0.7572412659,0
382,-0.6529169998,-0.7548400830,-0.1786459538,-0.6485980035,-0.2893767445,-0.2487921565,-0.2060025964,0.1614974456,0.1490711985,-0.4429706323,-0.7236579270,-0.6529020660,-0.7228194752,-0.7889944501,0
383,-0.6499972003,-0.7495570147,-0.1641610254,-0.6471346362,-0.2873160597,-0.2487921565,-0.2013606492,0.1614974456,0.1490711985,-0.4287087022,-0.7196317101,-0.6577081325,-0.7172378755,-0.7842097237,0
384,-0.6315051370,-0.7224812896,-0.1786459538,-0.6456712690,-0.2327079119,-0.2487921565,-0.1943977283,0.1614974456,0.1490711985,-0.4331788594,-0.6852258559,-0.6006055458,-0.6132126631,-0.7581112162,0
385,-0.7950139069,-0.9146528992,-0.5407691643,-0.6959135453,-0.5212037871,-0.2487921565,-0.2245703853,0.1614974456,0.1490711985,-0.8239983175,-0.8934910794,-0.8043338901,-0.8724359844,-0.9577647989,0
386,-0.7755485772,-0.8974829272,-0.4828294506,-0.6885967090,-0.4985362540,-0.2487921565,-0.2234098985,0.1614974456,0.1490711985,-0.7643962215,-0.8770201918,-0.7948032159,-0.8696204872,-0.9377559431,0
387,-0.6441576014,-0.7442739463,-0.1569185612,-0.6456712690,-0.2728912659,-0.2487921565,-0.2060025964,0.1614974456,0.1490711985,-0.4199812524,-0.7119452959,-0.6463039069,-0.6748572334,-0.7781200719,0
388,-0.6431843349,-0.7403116451,-0.1496760970,-0.6446956908,-0.2656788691,-0.2487921565,-0.2094840568,0.1614974456,0.1490711985,-0.4127438550,-0.7071870394,-0.6475257882,-0.7074577273,-0.7750752461,0
389,-0.6217724722,-0.7112547694,-0.1496760970,-0.6412811671,-0.2296168846,-0.2487921565,-0.1816323734,0.1614974456,0.1490711985,-0.4035906760,-0.6771734220,-0.6037009784,-0.6205724716,-0.7463668878,0
390,-0.6198259392,-0.6921036468,-0.1641610254,-0.6417689562,-0.1976762699,-0.2487921565,-0.1781509130,0.1614974456,0.1490711985,-0.4152982306,-0.6548462188,-0.6249617133,-0.6590015386,-0.7328826589,0
391,-0.6840615274,-0.7885196434,-0.2510705959,-0.6583537853,-0.3378028379,-0.2487921565,-0.2129655172,0.1614974456,0.1490711985,-0.5200276279,-0.7595278601,-0.6851597327,-0.7150645092,-0.8250973855,0
392,-0.8105861707,-0.9364455559,-0.5697390211,-0.7003036472,-0.5531444019,-0.2487921565,-0.2303728194,0.1614974456,0.1490711985,-0.8563537411,-0.9180144009,-0.8271423413,-0.8990103264,-0.9790785800,0
393,-0.6480506673,-0.7455947134,-0.1569185612,-0.6461590580,-0.2687698963,-0.2487921565,-0.2164469777,0.1614974456,0.1490711985,-0.4212584402,-0.7108472367,-0.6090772562,-0.6667565046,-0.7807299227,0
394,-0.5945210105,-0.6643675382,-0.1569185612,-0.6373788544,-0.1451288069,-0.2487921565,-0.1700275053,0.1614974456,0.1490711985,-0.3978433310,-0.6215384238,-0.5718506055,-0.5988388090,-0.7033043503,0
395,-0.6422110684,-0.7416324122,-0.1496760970,-0.6446956908,-0.2605271570,-0.2487921565,-0.2164469777,0.1614974456,0.1490711985,-0.4125309904,-0.7060889803,-0.6204814818,-0.5246479880,-0.7755102212,0
396,-0.6451308679,-0.7462550970,-0.1569185612,-0.6456712690,-0.2687698963,-0.2487921565,-0.2152864909,0.1614974456,0.1490711985,-0.4201941170,-0.7115792761,-0.6347367638,-0.6968378695,-0.7798599724,0
397,-0.6461041343,-0.7383304945,-0.1569185612,-0.6456712690,-0.2646485266,-0.2487921565,-0.2071630832,0.1614974456,0.1490711985,-0.4204069817,-0.7057229605,-0.6343294700,-0.6930838732,-0.7750752461,0
398,-0.6402645354,-0.7356889604,-0.1424336328,-0.6437201126,-0.2574361298,-0.2487921565,-0.2106445436,0.1614974456,0.1490711985,-0.4050807284,-0.7016967436,-0.6418236754,-0.6987642623,-0.7707254948,0
399,-0.6461041343,-0.7409720287,-0.1569185612,-0.6456712690,-0.2646485266,-0.2487921565,-0.2118050304,0.1614974456,0.1490711985,-0.4204069817,-0.7071870394,-0.6381580315,-0.6964427120,-0.7768151466,0
400,-0.5896546781,-0.6399333473,-0.1641610254,-0.6305498071,-0.1224612739,-0.2487921565,-0.1619040977,0.1614974456,0.1490711985,-0.4021006236,-0.5951850036,-0.5914007066,-0.6080262209,-0.6850353950,0
401,-0.6402645354,-0.7396512616,-0.1424336328,-0.6437201126,-0.2543451025,-0.2487921565,-0.2210889249,0.1614974456,0.1490711985,-0.4050807284,-0.7027948027,-0.6314784136,-0.6951090554,-0.7733353456,0
402,-0.6577833322,-0.7614439183,-0.1858884180,-0.6495735817,-0.2893767445,-0.2487921565,-0.2199284381,0.1614974456,0.1490711985,-0.4510594882,-0.7273181243,-0.6502139271,-0.7150645092,-0.7955190770,0
403,-0.6607031317,-0.7422927957,-0.3017678454,-0.6564026290,-0.2594968146,-0.2487921565,-0.1885952943,0.1614974456,0.1490711985,-0.5545116977,-0.7038928619,-0.6574637562,-0.7032591789,-0.7842097237,0
404,-0.6451308679,-0.7389908780,-0.1569185612,-0.6456712690,-0.2667092115,-0.2487921565,-0.2048421096,0.1614974456,0.1490711985,-0.4199812524,-0.7071870394,-0.6440230618,-0.6995545773,-0.7750752461,0
405,-0.6305318705,-0.7205001390,-0.1569185612,-0.6417689562,-0.2357989391,-0.2487921565,-0.1990396755,0.1614974456,0.1490711985,-0.4135953136,-0.6848598362,-0.6023161796,-0.6616194571,-0.7563713157,0
406,-0.6441576014,-0.7383304945,-0.1496760970,-0.6446956908,-0.2625878418,-0.2487921565,-0.2106445436,0.1614974456,0.1490711985,-0.4131695843,-0.7046249014,-0.6315598724,-0.6896262451,-0.7742052958,0
407,-0.6237190051,-0.7158774542,-0.1496760970,-0.6432323235,-0.2213741454,-0.2487921565,-0.1967187019,0.1614974456,0.1490711985,-0.4042292699,-0.6775394417,-0.6102991375,-0.6651758746,-0.7502816639,0
408,-0.6207992057,-0.7059717011,-0.1496760970,-0.6403055890,-0.2059190092,-0.2487921565,-0.2002001623,0.1614974456,0.1490711985,-0.4029520821,-0.6650947711,-0.5534409271,-0.6041240406,-0.7424521116,0
409,-0.6422110684,-0.7475758640,-0.1569185612,-0.6446956908,-0.2636181842,-0.2487921565,-0.2222494117,0.1614974456,0.1490711985,-0.4191297939,-0.7104812170,-0.5777156358,-0.6270431757,-0.7794249973,0
410,-0.6480506673,-0.7535193159,-0.1714034896,-0.6471346362,-0.2780429780,-0.2487921565,-0.2152864909,0.1614974456,0.1490711985,-0.4344560472,-0.7192656903,-0.5812183623,-0.6527284133,-0.7859496242,0
411,-0.6558367992,-0.7634250690,-0.1786459538,-0.6490857926,-0.2893767445,-0.2487921565,-0.2234098985,0.1614974456,0.1490711985,-0.4440349555,-0.7280501637,0.2723064646,-0.6140523728,-0.7959540521,0
412,-0.6422110684,-0.7376701110,-0.1714034896,-0.6442079017,-0.2522844177,-0.2487921565,-0.2164469777,0.1614974456,0.1490711985,-0.4314759424,-0.6998666449,-0.5681849616,-0.6251167829,-0.7729003704,0
413,-0.7541367145,-0.8664449009,-0.4538595938,-0.6827432399,-0.4501101607,-0.2487921565,-0.2164469777,0.1614974456,0.1490711985,-0.7294864224,-0.8418822982,-0.7290660012,-0.7984921369,-0.9077426594,0
414,-0.1497382257,0.2152633345,1.4798783501,-0.3344618289,0.8707888108,-0.2487921565,-0.2210889249,0.1614974456,0.1490711985,1.2399371215,0.3557342416,-0.0659102830,0.2801890542,0.0748661496,0
415,0.4575800625,1.4851808783,2.9573410488,0.0957681494,2.3792101012,-0.2487921565,-0.2245703853,0.1614974456,0.1490711985,2.8083237052,1.7645441625,0.4959922038,1.3535356191,1.1827477949,0
416,0.4663394609,1.5195208223,2.9718259772,0.0977193057,2.4296968794,-0.2487921565,-0.2176074645,0.1614974456,0.1490711985,2.8249271462,1.8004140956,0.5350924058,1.4424954517,1.2092812775,0
417,0.3291088861,1.5115962198,1.9651234521,0.0972315166,2.4121810584,-0.2487921565,-0.2129655172,0.1614974456,0.1490711985,1.8770409550,1.7905315630,0.3382880556,1.2997941988,1.1427300833,0
418,0.5675591756,1.5386719449,3.7395271834,0.1001582512,2.4513340700,-0.2487921565,-0.2164469777,0.1614974456,0.1490711985,3.5461125079,1.8212772199,0.7030603571,1.5455327703,1.2671329693,0
419,0.4643929279,1.6317860238,2.9283711919,0.1084506657,2.5842482411,-0.2487921565,-0.2152864909,0.1614974456,0.1490711985,2.7857600545,1.9241287626,0.5811980607,1.5849991259,1.2823570987,0
420,0.2950445591,1.4699920569,1.8420015606,0.0825978439,2.3606639378,-0.2487921565,-0.2141260041,0.1614974456,0.1490711985,1.7537923350,1.7444130777,0.2666043518,1.3155017095,1.1001025210,0
421,0.2921247596,1.5512192321,1.7116372048,0.0943047821,2.4678195486,-0.2487921565,-0.2025211360,0.1614974456,0.1490711985,1.6375682478,1.8307937327,0.2323102163,1.2590435814,1.1522995361,0
422,0.4420077987,1.5479173144,2.7110972657,0.1172308694,2.4379396187,-0.2487921565,-0.2106445436,0.1614974456,0.1490711985,2.5843901159,1.8296956736,0.4990061777,1.4413099792,1.2171108298,0
423,0.2181565066,1.5697099712,1.2553619596,0.0918658366,2.5007905058,-0.2487921565,-0.2164469777,0.1614974456,0.1490711985,1.2028986761,1.8556830740,0.1480818644,1.2469418829,1.1314207300,0
424,-0.6315051370,-0.5197435434,-0.1134637759,-0.5754296399,-0.0410642234,-0.2487921565,-0.2315333062,0.1614974456,0.1490711985,-0.3757054097,-0.4557314885,-0.6715561207,-0.5693995751,-0.6245738526,0
425,-0.8135059702,-0.9410682407,-0.5769814853,-0.7012792253,-0.5572657715,-0.2487921565,-0.2338542798,0.1614974456,0.1490711985,-0.8640168677,-0.9220406179,-0.8360213455,-0.9124456815,-0.9834283313,0
426,-0.6461041343,-0.7462550970,-0.1569185612,-0.6456712690,-0.2646485266,2.0708711295,-0.2338542798,0.1614974456,0.1490711985,-0.4204069817,-0.7101151972,-0.6662613017,-0.7364524090,-0.7802949476,0
427,-0.6470774008,-0.7508777817,-0.1569185612,-0.6456712690,-0.2708305811,1.6491141684,-0.2338542798,0.1614974456,0.1490711985,-0.4208327109,-0.7145074339,-0.6705786157,-0.7420834034,-0.7837747486,0
428,-0.6402645354,-0.7409720287,-0.1424336328,-0.6437201126,-0.2615574994,2.9143850517,-0.2326937930,0.1614974456,0.1490711985,-0.4052935930,-0.7057229605,-0.6625956578,-0.7278577334,-0.7742052958,0
429,-0.6470774008,-0.7482362476,-0.1569185612,-0.6456712690,-0.2718609235,2.7035065711,-0.2338542798,0.1614974456,0.1490711985,-0.4208327109,-0.7134093748,-0.6562418749,-0.7234122115,-0.7820348481,0
430,-0.6480506673,-0.7422927957,-0.1569185612,-0.6456712690,-0.2728912659,4.6014128960,-0.2338542798,0.1614974456,0.1490711985,-0.4212584402,-0.7101151972,-0.6662613017,-0.7267710502,-0.7785550471,0
431,-0.6461041343,-0.6016311021,-0.1496760970,-0.6437201126,-0.2667092115,2.4926280906,0.0144898973,0.1614974456,0.1490711985,-0.4140210428,-0.6876049841,-0.6525762310,-0.5291922992,-0.6850353950,0
432,-0.6441576014,-0.7389908780,-0.1569185612,-0.6451834799,-0.2615574994,3.9687774544,-0.2338542798,0.1614974456,0.1490711985,-0.4195555232,-0.7053569408,-0.6535537360,-0.7152126933,-0.7746402709,0
433,-0.6461041343,-0.7442739463,-0.1569185612,-0.6456712690,-0.2677395539,3.3361420127,-0.2338542798,0.1614974456,0.1490711985,-0.4204069817,-0.7101151972,-0.6526576897,-0.7136814580,-0.7789900222,0
434,-0.6431843349,-0.7475758640,-0.1496760970,-0.6446956908,-0.2687698963,2.4926280906,-0.2338542798,0.1614974456,0.1490711985,-0.4127438550,-0.7123113156,-0.6586856376,-0.7317599137,-0.7798599724,0
435,-0.6470774008,-0.7442739463,-0.1714034896,-0.6456712690,-0.2656788691,2.7035065711,-0.2315333062,0.1614974456,0.1490711985,-0.4336045886,-0.7090171381,-0.6487476695,-0.7107671714,-0.7794249973,0
436,-0.7405109836,-0.8486145454,-0.3959198801,-0.6768897708,-0.4284729701,-0.2487921565,-0.2164469777,0.1614974456,0.1490711985,-0.6724387020,-0.8250453908,-0.7680032858,-0.8294626061,-0.8899086793,0
437,-0.6509704668,-0.7383304945,-0.1641610254,-0.6471346362,-0.2728912659,-0.2487921565,-0.1990396755,0.1614974456,0.1490711985,-0.4289215668,-0.7082850986,-0.6783986561,-0.7202509515,-0.7772501217,0
438,-0.6519437333,-0.7436135628,-0.1714034896,-0.6476224253,-0.2749519508,-0.2487921565,-0.2048421096,0.1614974456,0.1490711985,-0.4357332349,-0.7123113156,-0.6750588472,-0.7328465968,-0.7811648978,0
439,-0.6548635327,-0.7528589323,-0.1786459538,-0.6485980035,-0.2811340052,-0.2487921565,-0.2141260041,0.1614974456,0.1490711985,-0.4433963616,-0.7196317101,-0.6747330121,-0.7407497469,-0.7885594750,0
440,-0.6519437333,-0.7436135628,-0.1714034896,-0.6476224253,-0.2759822932,-0.2487921565,-0.2036816228,0.1614974456,0.1490711985,-0.4357332349,-0.7126773353,-0.6790503261,-0.7325996234,-0.7811648978,0
441,-0.6519437333,-0.7541796994,-0.1714034896,-0.6476224253,-0.2759822932,-0.2487921565,-0.2222494117,0.1614974456,0.1490711985,-0.4357332349,-0.7185336509,-0.6809238775,-0.7510732366,-0.7881244998,0
442,-0.6548635327,-0.7541796994,-0.1786459538,-0.6485980035,-0.2893767445,-0.2487921565,-0.2071630832,0.1614974456,0.1490711985,-0.4433963616,-0.7232919073,-0.6880107891,-0.7523081038,-0.7894294252,0
443,-0.6548635327,-0.7614439183,-0.1786459538,-0.6485980035,-0.2801036628,-0.2487921565,-0.2303728194,0.1614974456,0.1490711985,-0.4433963616,-0.7240239468,-0.6920022680,-0.7684601667,-0.7942141516,0
444,-0.6490239338,-0.7521985488,-0.1641610254,-0.6466468471,-0.2687698963,-0.2487921565,-0.2268913589,0.1614974456,0.1490711985,-0.4280701083,-0.7148734537,-0.6865445315,-0.7612485423,-0.7855146491,0
445,-0.6548635327,-0.7607835348,-0.1786459538,-0.6485980035,-0.2831946900,-0.2487921565,-0.2257308721,0.1614974456,0.1490711985,-0.4433963616,-0.7247559862,-0.6902101755,-0.7652989067,-0.7937791765,0
446,-0.7366179177,-0.8519164631,-0.3814349517,-0.6759141926,-0.4243516004,-0.2487921565,-0.2268913589,0.1614974456,0.1490711985,-0.6579639072,-0.8254114106,-0.7679218270,-0.8425521983,-0.8903436544,0
447,-0.7638693793,-0.8829544893,-0.4538595938,-0.6846943962,-0.4717473513,0.8056002462,-0.2338542798,0.1614974456,0.1490711985,-0.7337437150,-0.8594512450,-0.7869017167,-0.8623594681,-0.9229667888,0
448,-0.6519437333,-0.7495570147,-0.1714034896,-0.6476224253,-0.2749519508,3.1252635322,-0.2338542798,0.1614974456,0.1490711985,-0.4357332349,-0.7156054931,-0.6806795012,-0.7447507166,-0.7850796740,0
449,-0.6519437333,-0.7502173982,-0.1714034896,-0.6476224253,-0.2790733204,3.7578989738,-0.2338542798,0.1614974456,0.1490711985,-0.4357332349,-0.7174355917,-0.6762807285,-0.7417376406,-0.7855146491,0
450,-0.6548635327,-0.7502173982,-0.1786459538,-0.6485980035,-0.2821643476,4.3905344155,-0.2338542798,0.1614974456,0.1490711985,-0.4433963616,-0.7185336509,-0.6730223783,-0.7261289193,-0.7868195745,0
451,-0.6519437333,-0.7508777817,-0.1714034896,-0.6476224253,-0.2831946900,4.3905344155,-0.2338542798,0.1614974456,0.1490711985,-0.4357332349,-0.7192656903,-0.6564047924,-0.7188185055,-0.7859496242,0
452,-0.6519437333,-0.7555004665,-0.1714034896,-0.6476224253,-0.2790733204,2.0708711295,-0.2338542798,0.1614974456,0.1490711985,-0.4357332349,-0.7203637495,-0.6480959995,-0.6780184934,-0.7889944501,0
453,-0.6568100657,-0.7548400830,-0.1786459538,-0.6490857926,-0.2852553749,3.3361420127,-0.2338542798,0.1614974456,0.1490711985,-0.4442478201,-0.7218278284,-0.6682163118,-0.7325996234,-0.7907343506,0
454,-0.6548635327,-0.7528589323,-0.1786459538,-0.6485980035,-0.2821643476,3.5470204933,-0.2338542798,0.1614974456,0.1490711985,-0.4433963616,-0.7199977298,-0.6516801847,-0.7124959855,-0.7885594750,0
455,-0.6490239338,-0.7515381653,-0.1641610254,-0.6466468471,-0.2770126356,2.9143850517,-0.2338542798,0.1614974456,0.1490711985,-0.4280701083,-0.7174355917,-0.6764436460,-0.7454916369,-0.7850796740,0
456,-0.6548635327,-0.7555004665,-0.1786459538,-0.6485980035,-0.2893767445,4.1796559349,-0.2338542798,0.1614974456,0.1490711985,-0.4433963616,-0.7240239468,-0.6798649137,-0.7468252935,-0.7902993755,0
457,-0.7132595220,-0.8274822721,-0.3234952380,-0.6681095671,-0.3882896160,1.4382356878,-0.2338542798,0.1614974456,0.1490711985,-0.5966588942,-0.7990579904,-0.7141590492,-0.7839207040,-0.8638101717,0
458,-0.6821149944,-0.7911611776,-0.2510705959,-0.6573782071,-0.3316207834,-0.2487921565,-0.2245703853,0.1614974456,0.1490711985,-0.5191761694,-0.7587958206,-0.7105748640,-0.7839700987,-0.8259673358,0
459,-0.6509704668,-0.7535193159,-0.1641610254,-0.6476224253,-0.2780429780,-0.2487921565,-0.2187679513,0.1614974456,0.1490711985,-0.4289215668,-0.7188996706,-0.6821457588,-0.7484553182,-0.7872545496,0
460,-0.6529169998,-0.7521985488,-0.1786459538,-0.6476224253,-0.2759822932,-0.2487921565,-0.2187679513,0.1614974456,0.1490711985,-0.4425449030,-0.7174355917,-0.6831232638,-0.7489986597,-0.7872545496,0
461,-0.6548635327,-0.7535193159,-0.1786459538,-0.6485980035,-0.2873160597,-0.2487921565,-0.2083235700,0.1614974456,0.1490711985,-0.4433963616,-0.7221938481,-0.6791317849,-0.7430219025,-0.7889944501,0
462,-0.6548635327,-0.7627646854,-0.1786459538,-0.6485980035,-0.2842250325,-0.2487921565,-0.2280518458,0.1614974456,0.1490711985,-0.4433963616,-0.7262200651,-0.6256948421,-0.6934296360,-0.7950841019,0
463,-0.6519437333,-0.7588023842,-0.1714034896,-0.6476224253,-0.2821643476,-0.2487921565,-0.2234098985,0.1614974456,0.1490711985,-0.4357332349,-0.7232919073,-0.6208073168,-0.6893298769,-0.7911693257,0
464,-0.6548635327,-0.7588023842,-0.1786459538,-0.6485980035,-0.2873160597,-0.2487921565,-0.2176074645,0.1614974456,0.1490711985,-0.4433963616,-0.7251220059,-0.6820643000,-0.7525056826,-0.7924742511,0
465,-0.6548635327,-0.7588023842,-0.1786459538,-0.6485980035,-0.2873160597,-0.2487921565,-0.2176074645,0.1614974456,0.1490711985,-0.4433963616,-0.7251220059,-0.6761178110,-0.7459361891,-0.7924742511,0
466,-0.6490239338,-0.7482362476,-0.1641610254,-0.6466468471,-0.2728912659,-0.2487921565,-0.2152864909,0.1614974456,0.1490711985,-0.4280701083,-0.7141414142,-0.6724521670,-0.7373415134,-0.7829047983,0
467,-0.6519437333,-0.7548400830,-0.1714034896,-0.6476224253,-0.2852553749,-0.2487921565,-0.2129655172,0.1614974456,0.1490711985,-0.4359460996,-0.7218278284,-0.6640619153,-0.7299817049,-0.7885594750,0
468,-0.7920941075,-0.9153132827,-0.5190417716,-0.6944501781,-0.5212037871,-0.2487921565,-0.2292123326,0.1614974456,0.1490711985,-0.8035633132,-0.8949551583,-0.8167156208,-0.8906626242,-0.9568948486,0
469,-0.7083931896,-0.8136142178,-0.3162527738,-0.6661584108,-0.3748951647,-0.2487921565,-0.2152864909,0.1614974456,0.1490711985,-0.5881443090,-0.7866133197,-0.7174988581,-0.7749308708,-0.8525008184,0
470,-0.6470774008,-0.7389908780,-0.1641610254,-0.6456712690,-0.2667092115,-0.2487921565,-0.2060025964,0.1614974456,0.1490711985,-0.4272186498,-0.7068210197,-0.6349811401,-0.6871565107,-0.7759451963,0
471,-0.6178794062,-0.7013490164,-0.1496760970,-0.6398177999,-0.2131314061,-0.2487921565,-0.1816323734,0.1614974456,0.1490711985,-0.4018877590,-0.6661928302,-0.5382081400,-0.6344523788,-0.7381023604,0
472,-0.6431843349,-0.7436135628,-0.1496760970,-0.6446956908,-0.2708305811,-0.2487921565,-0.2094840568,0.1614974456,0.1490711985,-0.4129567197,-0.7104812170,-0.6219477394,-0.6860698275,-0.7772501217,0
473,-0.6461041343,-0.7422927957,-0.1569185612,-0.6456712690,-0.2656788691,-0.2487921565,-0.2129655172,0.1614974456,0.1490711985,-0.4204069817,-0.7082850986,-0.6559160399,-0.7205473196,-0.7776850968,0
474,-0.6207992057,-0.7066320847,-0.1424336328,-0.6403055890,-0.2069493516,-0.2487921565,-0.2013606492,0.1614974456,0.1490711985,-0.3965661433,-0.6665588500,-0.6120912301,-0.6636940340,-0.7428870868,0
475,-0.6373447360,-0.7330474262,-0.1496760970,-0.6407933780,-0.2512540753,-0.2487921565,-0.2152864909,0.1614974456,0.1490711985,-0.4101894795,-0.6962064477,-0.6436157680,-0.7074577273,-0.7676806689,0
476,-0.6237190051,-0.7125755365,-0.1641610254,-0.6427445344,-0.2213741454,-0.2487921565,-0.1897557811,0.1614974456,0.1490711985,-0.4170011476,-0.6764413825,-0.6247173370,-0.6747584440,-0.7481067883,0
477,-0.6431843349,-0.7469154805,-0.1496760970,-0.6446956908,-0.2656788691,-0.2487921565,-0.2210889249,0.1614974456,0.1490711985,-0.4127438550,-0.7108472367,-0.6540424886,-0.7263264981,-0.7794249973,0
478,-0.6461041343,-0.7495570147,-0.1569185612,-0.6456712690,-0.2636181842,-0.2487921565,-0.2280518458,0.1614974456,0.1490711985,-0.4204069817,-0.7115792761,-0.6604777302,-0.7345260162,-0.7824698232,0
479,-0.7541367145,-0.8743695034,-0.4248897369,-0.6817676617,-0.4573225576,-0.2487921565,-0.2292123326,0.1614974456,0.1490711985,-0.7039426670,-0.8495687124,-0.7676774507,-0.8429473558,-0.9129623609,0
480,-0.7677624453,-0.8882375577,-0.4611020580,-0.6856699744,-0.4758687210,-0.2487921565,-0.2338542798,0.1614974456,0.1490711985,-0.7418325709,-0.8634774619,-0.7849467066,-0.8611246009,-0.9281864903,0
481,-0.6422110684,-0.7482362476,-0.1496760970,-0.6437201126,-0.2574361298,-0.2487921565,-0.2338542798,0.1614974456,0.1490711985,-0.4123181258,-0.7082850986,-0.6311525786,-0.7052349664,-0.7798599724,0
